product_id,product_name,category,subcategory,price,cost,margin,rating,stock
404,P-00404,Electronics,Phones,23.4,10.41,0.555,4.31,1478
405,P-00405,Home,Furniture,68.66,41.25,0.399,2.82,1121
406,P-00406,Home,Kitchen,32.93,24.99,0.241,3.38,1206
407,P-00407,Apparel,Women,360.49,159.86,0.557,4.61,599
408,P-00408,Electronics,Audio,60.48,26.52,0.562,4.29,1458
409,P-00409,Electronics,Audio,17.0,6.92,0.593,4.18,738
410,P-00410,Apparel,Men,41.83,26.83,0.359,3.29,772
411,P-00411,Sports,Outdoor,4.42,2.52,0.43,4.06,1070
412,P-00412,Books,Fiction,63.84,27.04,0.576,3.35,235
413,P-00413,Outdoors,Gardening,112.71,90.06,0.201,4.66,586
414,P-00414,Sports,Outdoor,22.12,16.71,0.245,2.89,366
415,P-00415,Home,Kitchen,37.85,26.91,0.289,4.24,4
416,P-00416,Electronics,Accessories,17.13,11.51,0.328,2.64,916
417,P-00417,Apparel,Kids,14.79,9.01,0.391,3.2,967
418,P-00418,Apparel,Men,43.83,22.84,0.479,4.18,618
419,P-00419,Beauty,Hair,1.8,0.77,0.572,2.97,1421
420,P-00420,Electronics,Computers,112.61,86.78,0.229,3.33,1709
421,P-00421,Sports,TeamSport,18.77,9.14,0.513,4.27,1167
422,P-00422,Outdoors,Gardening,78.19,37.13,0.525,4.71,657
423,P-00423,Home,Furniture,29.85,19.59,0.344,4.37,795
424,P-00424,Toys,Educational,27.31,12.02,0.56,4.1,1231
425,P-00425,Home,Kitchen,205.29,117.16,0.429,4.97,48
426,P-00426,Beauty,Makeup,30.82,22.09,0.283,4.29,1013
427,P-00427,Home,Kitchen,13.37,5.5,0.589,3.21,1730
428,P-00428,Home,Furniture,23.89,10.23,0.572,4.59,1417
429,P-00429,Electronics,Audio,27.1,11.55,0.574,4.59,1997
430,P-00430,Apparel,Men,77.3,43.81,0.433,3.56,1854
431,P-00431,Toys,Indoor,74.93,48.36,0.355,3.07,168
432,P-00432,Home,Furniture,30.03,15.63,0.48,3.99,344
433,P-00433,Books,Fiction,50.04,25.83,0.484,4.84,1451
434,P-00434,Books,Education,83.82,62.04,0.26,2.86,315
435,P-00435,Apparel,Kids,46.21,35.64,0.229,3.01,975
436,P-00436,Books,Fiction,117.71,61.74,0.475,3.22,662
437,P-00437,Sports,Fitness,36.08,17.34,0.519,3.96,451
438,P-00438,Electronics,Computers,17.07,9.78,0.427,4.16,1599
439,P-00439,Electronics,Phones,47.95,30.32,0.368,4.62,839
440,P-00440,Outdoors,Boating,26.55,13.09,0.507,3.2,1925
441,P-00441,Electronics,Computers,35.74,25.59,0.284,3.32,1945
442,P-00442,Electronics,Audio,30.21,15.27,0.495,4.35,1617
443,P-00443,Outdoors,Gardening,26.84,10.94,0.592,3.82,1305
444,P-00444,Apparel,Women,22.15,15.85,0.284,2.7,1115
445,P-00445,Toys,Outdoor,28.65,16.51,0.424,4.06,1134
446,P-00446,Toys,Outdoor,86.98,59.24,0.319,3.72,158
447,P-00447,Electronics,Accessories,41.41,24.12,0.418,3.5,1043
448,P-00448,Electronics,Accessories,8.81,6.54,0.258,4.24,1512
449,P-00449,Home,Furniture,20.5,11.35,0.446,4.83,1821
450,P-00450,Beauty,Skin,74.57,37.44,0.498,4.36,771
451,P-00451,Apparel,Women,40.4,29.98,0.258,4.21,855
452,P-00452,Apparel,Men,10.96,5.78,0.473,4.47,790
453,P-00453,Beauty,Hair,119.71,93.5,0.219,2.99,592
454,P-00454,Apparel,Kids,20.8,10.4,0.5,3.63,372
455,P-00455,Home,Kitchen,83.24,62.86,0.245,4.17,886
456,P-00456,Beauty,Makeup,122.37,79.05,0.354,3.57,735
457,P-00457,Beauty,Hair,26.52,16.34,0.384,3.9,1236
458,P-00458,Electronics,Accessories,19.37,10.5,0.458,3.9,1453
459,P-00459,Outdoors,Gardening,16.36,12.88,0.213,3.18,1990
460,P-00460,Apparel,Kids,31.55,21.84,0.308,3.64,767
461,P-00461,Home,Decor,20.32,9.47,0.534,3.25,442
462,P-00462,Sports,Outdoor,54.73,41.54,0.241,3.17,246
463,P-00463,Books,Nonfiction,52.74,33.39,0.367,3.79,1240
464,P-00464,Home,Decor,9.12,6.47,0.291,4.45,1622
465,P-00465,Books,Nonfiction,52.92,32.11,0.393,4.6,1026
466,P-00466,Outdoors,Boating,96.14,73.28,0.238,3.14,1894
467,P-00467,Beauty,Skin,107.84,49.45,0.541,2.5,1057
468,P-00468,Home,Kitchen,20.78,12.97,0.376,2.63,1368
469,P-00469,Home,Decor,17.05,10.54,0.382,3.42,1966
470,P-00470,Beauty,Skin,48.94,21.67,0.557,3.32,83
471,P-00471,Beauty,Makeup,70.04,30.49,0.565,4.94,803
472,P-00472,Toys,Outdoor,24.52,10.54,0.57,4.18,144
473,P-00473,Toys,Outdoor,62.93,25.18,0.6,3.89,1902
474,P-00474,Outdoors,Camping,16.76,7.11,0.576,4.52,1722
475,P-00475,Electronics,Audio,20.87,14.63,0.299,4.67,1850
476,P-00476,Toys,Indoor,73.18,34.17,0.533,3.72,279
477,P-00477,Apparel,Women,34.24,13.84,0.596,3.92,1982
478,P-00478,Beauty,Makeup,8.2,4.17,0.491,3.08,441
479,P-00479,Apparel,Men,45.67,32.62,0.286,3.58,322
480,P-00480,Home,Decor,15.82,9.81,0.38,4.46,111
481,P-00481,Apparel,Kids,10.43,5.32,0.49,2.56,884
482,P-00482,Electronics,Accessories,89.52,59.88,0.331,3.52,496
483,P-00483,Home,Furniture,71.06,29.09,0.591,3.27,1375
484,P-00484,Books,Nonfiction,22.54,12.06,0.465,4.33,413
485,P-00485,Books,Nonfiction,39.7,29.9,0.247,4.3,265
486,P-00486,Apparel,Women,41.97,20.69,0.507,2.94,40
487,P-00487,Apparel,Men,13.37,6.94,0.481,3.86,57
488,P-00488,Home,Furniture,15.36,7.35,0.521,3.21,220
489,P-00489,Sports,Outdoor,5.92,2.9,0.51,3.31,477
490,P-00490,Beauty,Makeup,40.63,25.75,0.366,4.75,1595
491,P-00491,Beauty,Skin,10.11,5.15,0.491,4.29,1944
492,P-00492,Toys,Indoor,10.05,7.3,0.274,2.62,845
493,P-00493,Electronics,Phones,56.95,36.94,0.351,3.24,1124
494,P-00494,Electronics,Phones,26.21,15.19,0.42,2.71,584
495,P-00495,Outdoors,Camping,121.47,72.3,0.405,3.41,1783
496,P-00496,Apparel,Kids,34.33,18.34,0.466,4.42,1638
497,P-00497,Sports,Fitness,41.82,33.17,0.207,2.7,741
498,P-00498,Outdoors,Camping,20.35,14.45,0.29,2.9,958
499,P-00499,Apparel,Women,20.82,8.69,0.583,4.08,1489
500,P-00500,Electronics,Phones,85.21,48.05,0.436,3.17,1995
501,P-00501,Beauty,Makeup,18.8,10.07,0.464,4.39,25
502,P-00502,Beauty,Skin,81.55,48.83,0.401,3.28,1363
503,P-00503,Books,Nonfiction,322.92,189.21,0.414,4.47,522
504,P-00504,Outdoors,Boating,16.3,12.19,0.252,3.95,498
505,P-00505,Outdoors,Camping,31.53,18.52,0.413,4.52,129
506,P-00506,Electronics,Computers,15.16,7.83,0.484,2.81,704
507,P-00507,Sports,Outdoor,132.56,67.94,0.487,4.36,1348
508,P-00508,Home,Furniture,13.45,7.45,0.446,4.22,204
509,P-00509,Beauty,Skin,46.68,31.67,0.322,2.56,775
510,P-00510,Outdoors,Boating,19.86,9.68,0.513,3.86,1585
511,P-00511,Home,Furniture,14.7,9.7,0.34,2.62,1629
512,P-00512,Toys,Outdoor,143.0,71.99,0.497,4.56,1707
513,P-00513,Sports,Outdoor,12.21,7.82,0.36,3.23,816
514,P-00514,Apparel,Kids,22.93,16.62,0.275,3.13,1069
515,P-00515,Beauty,Makeup,4.6,2.63,0.428,2.81,16
516,P-00516,Electronics,Phones,29.78,17.77,0.403,4.2,136
517,P-00517,Toys,Indoor,17.16,8.35,0.513,4.35,575
518,P-00518,Outdoors,Camping,7.36,3.82,0.481,3.56,82
519,P-00519,Books,Nonfiction,34.78,23.99,0.31,3.33,574
520,P-00520,Outdoors,Gardening,3.11,1.35,0.566,3.47,930
521,P-00521,Home,Kitchen,10.92,6.5,0.405,3.33,402
522,P-00522,Books,Education,34.97,26.44,0.244,3.56,1901
523,P-00523,Electronics,Computers,9.3,4.7,0.495,3.51,473
524,P-00524,Beauty,Hair,43.18,23.05,0.466,4.53,59
525,P-00525,Books,Education,66.4,52.94,0.203,3.38,1722
526,P-00526,Apparel,Men,8.44,3.67,0.565,3.11,869
527,P-00527,Books,Education,95.49,57.65,0.396,2.55,329
528,P-00528,Sports,TeamSport,4.48,2.16,0.518,4.74,750
529,P-00529,Sports,Fitness,26.55,13.36,0.497,3.73,1640
530,P-00530,Electronics,Computers,27.06,13.63,0.496,3.41,637
531,P-00531,Electronics,Phones,65.24,49.86,0.236,2.89,1061
532,P-00532,Beauty,Hair,7.34,4.3,0.414,4.43,1159
533,P-00533,Toys,Educational,39.15,24.57,0.372,3.43,1647
534,P-00534,Apparel,Men,67.07,45.8,0.317,4.96,185
535,P-00535,Sports,Outdoor,90.0,64.75,0.281,3.35,969
536,P-00536,Home,Kitchen,148.7,95.27,0.359,2.87,1814
537,P-00537,Apparel,Women,36.53,25.41,0.304,2.97,798
538,P-00538,Toys,Educational,9.85,7.55,0.234,3.53,648
539,P-00539,Books,Education,12.72,8.79,0.309,4.67,272
540,P-00540,Outdoors,Gardening,16.14,8.6,0.467,4.27,1172
541,P-00541,Home,Decor,70.74,49.65,0.298,3.7,545
542,P-00542,Books,Education,35.48,17.03,0.52,4.53,991
543,P-00543,Electronics,Computers,36.4,23.47,0.355,2.58,613
544,P-00544,Electronics,Audio,42.63,30.05,0.295,3.47,426
545,P-00545,Beauty,Hair,10.34,6.56,0.366,3.98,1473
546,P-00546,Sports,TeamSport,83.36,42.51,0.49,2.9,917
547,P-00547,Toys,Educational,30.83,23.84,0.227,4.47,53
548,P-00548,Sports,Outdoor,14.9,11.19,0.249,2.57,918
549,P-00549,Apparel,Men,76.71,50.65,0.34,3.21,811
550,P-00550,Sports,TeamSport,17.77,14.14,0.204,3.48,745
551,P-00551,Electronics,Accessories,49.2,28.63,0.418,3.05,579
552,P-00552,Electronics,Phones,77.94,58.03,0.255,4.72,1019
553,P-00553,Home,Decor,10.86,6.79,0.375,2.98,831
554,P-00554,Toys,Outdoor,31.49,19.54,0.379,3.54,882
555,P-00555,Toys,Outdoor,36.27,16.51,0.545,4.96,1655
556,P-00556,Home,Kitchen,39.5,18.69,0.527,3.43,1276
557,P-00557,Home,Kitchen,22.61,14.43,0.362,2.9,22
558,P-00558,Toys,Educational,92.33,44.88,0.514,3.98,1446
559,P-00559,Apparel,Women,38.69,20.79,0.463,2.66,1543
560,P-00560,Beauty,Hair,141.29,73.64,0.479,3.86,1264
561,P-00561,Toys,Educational,24.18,11.04,0.543,3.3,93
562,P-00562,Outdoors,Camping,65.9,28.51,0.567,2.98,877
563,P-00563,Electronics,Computers,86.13,50.28,0.416,3.39,405
564,P-00564,Toys,Educational,25.21,19.79,0.215,4.06,862
565,P-00565,Home,Kitchen,258.33,135.54,0.475,3.33,847
566,P-00566,Apparel,Men,226.69,119.8,0.472,4.23,932
567,P-00567,Home,Decor,18.18,10.12,0.443,4.0,1884
568,P-00568,Electronics,Audio,68.44,51.48,0.248,4.77,1853
569,P-00569,Apparel,Kids,83.61,36.18,0.567,3.45,1930
570,P-00570,Books,Fiction,70.96,42.09,0.407,3.63,1783
571,P-00571,Home,Decor,12.04,5.65,0.531,2.69,1298
572,P-00572,Outdoors,Camping,18.57,8.65,0.534,4.58,18
573,P-00573,Outdoors,Gardening,13.55,9.1,0.328,2.59,1901
574,P-00574,Toys,Educational,155.54,79.03,0.492,3.89,1960
575,P-00575,Toys,Indoor,26.48,18.24,0.311,3.93,701
576,P-00576,Electronics,Audio,35.68,25.17,0.295,2.59,532
577,P-00577,Toys,Educational,45.45,35.63,0.216,4.91,1664
578,P-00578,Electronics,Accessories,17.45,12.93,0.259,2.8,545
579,P-00579,Apparel,Women,70.7,44.6,0.369,4.86,408
580,P-00580,Outdoors,Boating,53.83,35.08,0.348,2.96,808
581,P-00581,Beauty,Skin,6.99,5.35,0.235,4.97,1223
582,P-00582,Toys,Indoor,165.76,109.37,0.34,4.54,1744
583,P-00583,Beauty,Skin,29.6,23.33,0.212,2.61,1066
584,P-00584,Apparel,Kids,77.69,33.32,0.571,4.21,113
585,P-00585,Beauty,Hair,41.41,18.1,0.563,2.98,699
586,P-00586,Home,Kitchen,20.0,14.66,0.267,2.56,1365
587,P-00587,Electronics,Audio,6.42,3.09,0.519,2.92,465
588,P-00588,Books,Fiction,343.65,223.95,0.348,4.68,739
589,P-00589,Sports,TeamSport,18.54,11.91,0.358,3.29,1579
590,P-00590,Outdoors,Boating,20.89,9.0,0.569,3.03,157
591,P-00591,Home,Furniture,130.93,101.93,0.221,4.85,1225
592,P-00592,Electronics,Phones,36.51,22.57,0.382,3.62,765
593,P-00593,Beauty,Skin,50.03,28.76,0.425,3.24,1899
594,P-00594,Electronics,Accessories,57.12,44.11,0.228,4.52,656
595,P-00595,Apparel,Men,11.07,8.85,0.201,4.8,311
596,P-00596,Electronics,Computers,15.47,11.56,0.253,4.31,511
597,P-00597,Apparel,Men,64.55,36.43,0.436,3.27,1166
598,P-00598,Toys,Indoor,8.41,6.45,0.233,2.64,1295
599,P-00599,Beauty,Skin,52.85,25.57,0.516,4.61,1677
600,P-00600,Sports,TeamSport,31.66,21.18,0.331,2.96,1271
601,P-00601,Home,Decor,13.95,6.52,0.533,3.59,1748
602,P-00602,Books,Nonfiction,33.17,25.34,0.236,3.48,1715
603,P-00603,Beauty,Makeup,45.92,21.72,0.527,5.0,932
604,P-00604,Toys,Indoor,86.94,54.31,0.375,3.56,583
605,P-00605,Home,Decor,34.51,17.14,0.503,3.19,569
606,P-00606,Outdoors,Camping,3.62,2.13,0.412,4.73,946
607,P-00607,Electronics,Computers,92.9,48.74,0.475,3.41,66
608,P-00608,Home,Kitchen,38.77,16.34,0.579,3.65,1573
609,P-00609,Toys,Outdoor,29.89,19.32,0.354,3.43,1509
610,P-00610,Toys,Educational,69.91,40.2,0.425,3.12,277
611,P-00611,Electronics,Computers,15.82,9.81,0.38,4.44,873
612,P-00612,Toys,Educational,13.52,8.93,0.339,4.05,650
613,P-00613,Electronics,Audio,40.1,22.23,0.446,4.26,68
614,P-00614,Sports,Outdoor,55.76,43.08,0.227,3.57,1757
615,P-00615,Beauty,Skin,24.9,12.76,0.488,4.16,526
616,P-00616,Books,Education,55.68,34.75,0.376,3.35,80
617,P-00617,Toys,Indoor,20.67,13.88,0.328,3.76,1308
618,P-00618,Electronics,Computers,67.75,51.33,0.242,3.12,1133
619,P-00619,Outdoors,Camping,29.6,18.9,0.361,4.28,744
620,P-00620,Books,Fiction,44.64,27.77,0.378,4.0,1887
621,P-00621,Home,Furniture,208.43,90.97,0.564,4.5,808
622,P-00622,Apparel,Kids,28.55,14.91,0.478,3.22,1059
623,P-00623,Sports,Fitness,85.72,48.11,0.439,3.81,868
624,P-00624,Electronics,Phones,34.94,25.92,0.258,4.6,1
625,P-00625,Toys,Outdoor,13.54,10.07,0.256,3.09,1377
626,P-00626,Sports,TeamSport,17.19,8.31,0.517,4.68,1832
627,P-00627,Sports,TeamSport,12.61,6.45,0.489,4.22,385
628,P-00628,Apparel,Women,6.71,4.07,0.393,4.8,447
629,P-00629,Sports,TeamSport,65.9,39.42,0.402,3.38,1967
630,P-00630,Books,Fiction,9.25,4.69,0.493,2.64,1427
631,P-00631,Toys,Outdoor,24.13,15.76,0.347,4.09,70
632,P-00632,Beauty,Skin,28.69,17.33,0.396,4.09,1159
633,P-00633,Electronics,Computers,22.0,17.07,0.224,4.16,1727
634,P-00634,Apparel,Kids,43.53,26.96,0.381,3.48,357
635,P-00635,Toys,Indoor,13.97,10.19,0.271,4.15,1116
636,P-00636,Outdoors,Boating,21.75,13.06,0.4,3.89,714
637,P-00637,Books,Fiction,77.79,57.82,0.257,4.53,519
638,P-00638,Beauty,Skin,37.23,28.45,0.236,4.84,1154
639,P-00639,Apparel,Women,46.15,22.05,0.522,3.8,1358
640,P-00640,Electronics,Phones,42.49,23.14,0.455,4.18,866
641,P-00641,Home,Furniture,31.45,21.87,0.305,4.0,775
642,P-00642,Outdoors,Gardening,29.01,12.38,0.573,3.97,194
643,P-00643,Outdoors,Camping,107.57,76.25,0.291,3.25,273
644,P-00644,Apparel,Kids,100.14,57.72,0.424,3.64,646
645,P-00645,Home,Furniture,69.48,35.97,0.482,2.75,914
646,P-00646,Beauty,Makeup,29.2,14.03,0.52,4.18,887
647,P-00647,Toys,Outdoor,30.81,22.11,0.282,4.46,10
648,P-00648,Sports,Outdoor,72.96,37.83,0.481,3.38,1774
649,P-00649,Apparel,Men,63.99,41.53,0.351,2.99,521
650,P-00650,Books,Fiction,18.77,8.0,0.574,3.58,1952
651,P-00651,Sports,Outdoor,34.07,27.21,0.201,3.43,1510
652,P-00652,Electronics,Audio,17.48,13.33,0.237,4.32,1502
653,P-00653,Home,Decor,43.33,19.83,0.542,4.29,721
654,P-00654,Home,Furniture,18.05,8.33,0.539,3.46,1689
655,P-00655,Electronics,Phones,93.92,63.14,0.328,3.01,1621
656,P-00656,Sports,Outdoor,18.75,14.4,0.232,4.55,823
657,P-00657,Apparel,Women,24.53,17.36,0.292,3.05,787
658,P-00658,Toys,Outdoor,15.35,12.17,0.207,4.51,885
659,P-00659,Electronics,Audio,9.21,5.35,0.419,2.97,346
660,P-00660,Beauty,Skin,36.28,19.42,0.465,4.55,646
661,P-00661,Sports,Outdoor,28.67,20.32,0.291,2.71,580
662,P-00662,Sports,Fitness,18.73,10.92,0.417,3.54,1882
663,P-00663,Apparel,Women,53.76,40.24,0.251,3.43,293
664,P-00664,Electronics,Phones,2.31,1.35,0.416,2.58,1512
665,P-00665,Apparel,Women,17.37,10.75,0.381,2.62,100
666,P-00666,Toys,Indoor,4.87,3.14,0.355,4.63,1917
667,P-00667,Apparel,Women,47.58,24.51,0.485,3.75,992
668,P-00668,Beauty,Hair,48.42,19.56,0.596,2.97,1479
669,P-00669,Books,Fiction,25.57,17.07,0.332,3.46,899
670,P-00670,Outdoors,Boating,43.2,20.63,0.522,2.54,1440
671,P-00671,Outdoors,Gardening,25.37,16.69,0.342,3.6,1278
672,P-00672,Toys,Educational,10.42,7.49,0.281,3.49,455
673,P-00673,Electronics,Audio,40.98,24.19,0.41,4.56,1359
674,P-00674,Home,Decor,30.17,23.71,0.214,4.79,1295
675,P-00675,Electronics,Accessories,51.76,36.98,0.286,2.73,162
676,P-00676,Outdoors,Gardening,19.29,14.75,0.235,3.87,454
677,P-00677,Electronics,Computers,41.49,22.74,0.452,3.88,1307
678,P-00678,Apparel,Kids,883.72,622.28,0.296,4.81,1239
679,P-00679,Toys,Educational,30.8,13.48,0.562,3.31,44
680,P-00680,Books,Nonfiction,179.6,92.96,0.482,4.93,259
681,P-00681,Apparel,Kids,8.84,4.42,0.5,4.51,515
682,P-00682,Apparel,Women,9.21,3.79,0.588,4.22,1336
683,P-00683,Beauty,Hair,58.35,23.47,0.598,2.77,607
684,P-00684,Beauty,Skin,86.09,48.56,0.436,4.5,1218
685,P-00685,Home,Decor,37.93,24.2,0.362,4.62,1506
686,P-00686,Outdoors,Gardening,73.47,56.57,0.23,4.26,924
687,P-00687,Home,Furniture,140.5,70.73,0.497,3.79,1052
688,P-00688,Outdoors,Gardening,19.78,12.17,0.385,3.53,821
689,P-00689,Outdoors,Camping,5.95,4.56,0.234,3.53,1542
690,P-00690,Electronics,Accessories,39.89,16.61,0.584,2.7,944
691,P-00691,Sports,Fitness,10.59,6.22,0.413,3.05,1957
692,P-00692,Toys,Outdoor,17.21,7.7,0.553,2.66,945
693,P-00693,Sports,Outdoor,9.72,5.71,0.413,3.21,519
694,P-00694,Apparel,Men,31.24,19.74,0.368,2.82,589
695,P-00695,Apparel,Men,59.68,27.26,0.543,3.79,916
696,P-00696,Outdoors,Boating,121.34,92.33,0.239,2.89,296
697,P-00697,Books,Education,14.43,11.1,0.231,2.71,1425
698,P-00698,Beauty,Hair,24.42,17.56,0.281,4.31,816
699,P-00699,Apparel,Women,20.83,14.23,0.317,3.02,1720
700,P-00700,Beauty,Hair,51.69,34.89,0.325,3.33,1873
701,P-00701,Books,Fiction,76.74,44.81,0.416,4.17,994
702,P-00702,Outdoors,Gardening,5.08,3.45,0.321,3.3,1760
703,P-00703,Electronics,Audio,14.73,11.75,0.202,4.5,827
704,P-00704,Apparel,Men,61.51,25.68,0.583,4.36,905
705,P-00705,Books,Nonfiction,72.94,48.1,0.341,3.25,189
706,P-00706,Electronics,Phones,59.08,41.27,0.301,3.26,932
707,P-00707,Apparel,Men,39.7,23.13,0.417,3.04,865
708,P-00708,Books,Education,63.6,40.47,0.364,4.33,1265
709,P-00709,Home,Furniture,15.79,9.42,0.403,4.86,19
710,P-00710,Outdoors,Gardening,14.18,11.05,0.221,3.03,168
711,P-00711,Sports,Outdoor,103.07,68.79,0.333,2.54,1030
712,P-00712,Sports,Fitness,41.94,26.35,0.372,4.63,759
713,P-00713,Home,Kitchen,10.6,6.67,0.371,3.3,790
714,P-00714,Outdoors,Boating,20.39,9.96,0.512,2.86,892
715,P-00715,Home,Furniture,7.44,5.59,0.249,4.95,153
716,P-00716,Books,Nonfiction,28.34,18.67,0.341,4.79,95
717,P-00717,Sports,TeamSport,87.67,53.16,0.394,4.19,1329
718,P-00718,Electronics,Accessories,59.59,42.81,0.282,2.87,1501
719,P-00719,Apparel,Men,29.3,13.42,0.542,4.65,1554
720,P-00720,Apparel,Men,44.69,22.94,0.487,3.73,1340
721,P-00721,Electronics,Phones,70.98,31.38,0.558,4.52,362
722,P-00722,Home,Kitchen,146.46,88.68,0.395,2.92,1835
723,P-00723,Sports,TeamSport,11.36,4.89,0.57,4.76,1319
724,P-00724,Home,Kitchen,13.87,7.88,0.432,3.45,225
725,P-00725,Electronics,Accessories,11.42,5.71,0.5,4.17,1311
726,P-00726,Books,Nonfiction,31.41,19.45,0.381,4.08,994
727,P-00727,Beauty,Makeup,22.27,11.18,0.498,3.82,37
728,P-00728,Apparel,Men,10.9,7.75,0.289,3.62,1722
729,P-00729,Toys,Educational,40.08,18.77,0.532,3.45,1153
730,P-00730,Beauty,Hair,20.21,12.29,0.392,3.84,1476
731,P-00731,Electronics,Phones,60.91,24.68,0.595,3.28,1886
732,P-00732,Home,Decor,52.05,33.97,0.347,3.5,1679
733,P-00733,Home,Furniture,18.36,12.95,0.295,4.38,629
734,P-00734,Books,Nonfiction,27.39,14.02,0.488,4.08,1812
735,P-00735,Beauty,Hair,15.18,11.5,0.242,2.87,386
736,P-00736,Outdoors,Gardening,8.13,6.01,0.261,4.78,1329
737,P-00737,Sports,TeamSport,63.48,45.12,0.289,3.45,566
738,P-00738,Outdoors,Gardening,12.06,4.85,0.598,2.85,554
739,P-00739,Home,Furniture,40.7,20.05,0.507,3.29,909
740,P-00740,Sports,Fitness,115.54,91.19,0.211,3.33,1219
741,P-00741,Toys,Educational,80.96,44.71,0.448,3.63,156
742,P-00742,Outdoors,Boating,10.59,5.66,0.466,4.15,1081
743,P-00743,Apparel,Women,4.92,2.32,0.528,3.29,737
744,P-00744,Sports,TeamSport,69.73,48.63,0.303,4.81,1106
745,P-00745,Toys,Indoor,4.89,2.28,0.534,2.75,1460
746,P-00746,Books,Education,38.26,20.0,0.477,4.97,1637
747,P-00747,Apparel,Women,108.24,78.24,0.277,3.75,297
748,P-00748,Home,Kitchen,149.19,114.55,0.232,2.57,1642
749,P-00749,Toys,Indoor,43.06,18.16,0.578,3.42,360
750,P-00750,Electronics,Audio,32.17,15.18,0.528,3.99,1260
751,P-00751,Beauty,Hair,602.41,343.31,0.43,3.76,781
752,P-00752,Beauty,Skin,99.62,67.42,0.323,4.48,978
753,P-00753,Home,Decor,92.79,54.45,0.413,4.03,217
754,P-00754,Apparel,Men,58.43,35.94,0.385,2.96,251
755,P-00755,Books,Education,55.87,23.74,0.575,3.56,1897
756,P-00756,Home,Furniture,47.83,26.18,0.453,4.29,1486
757,P-00757,Electronics,Computers,5.37,3.24,0.397,4.17,838
758,P-00758,Apparel,Women,50.61,22.73,0.551,4.19,568
759,P-00759,Toys,Indoor,59.4,45.51,0.234,3.6,1803
760,P-00760,Home,Kitchen,25.5,10.81,0.576,3.22,499
761,P-00761,Sports,TeamSport,133.45,67.96,0.491,4.28,531
762,P-00762,Outdoors,Boating,5.62,2.62,0.534,4.58,757
763,P-00763,Home,Decor,48.11,21.72,0.549,3.3,1563
764,P-00764,Sports,Fitness,5.39,2.46,0.544,3.96,451
765,P-00765,Toys,Indoor,199.82,97.94,0.51,2.8,120
766,P-00766,Home,Decor,33.39,17.12,0.487,3.89,432
767,P-00767,Apparel,Women,45.38,21.02,0.537,3.39,447
768,P-00768,Outdoors,Camping,52.08,31.09,0.403,3.84,1455
769,P-00769,Sports,Outdoor,25.44,18.77,0.262,3.68,620
770,P-00770,Home,Kitchen,90.52,49.01,0.459,3.26,1792
771,P-00771,Apparel,Women,15.36,6.32,0.589,3.89,1162
772,P-00772,Apparel,Kids,18.79,11.39,0.394,4.13,247
773,P-00773,Beauty,Skin,13.33,8.28,0.379,4.6,510
774,P-00774,Electronics,Computers,104.51,74.58,0.286,3.67,1631
775,P-00775,Home,Decor,23.0,17.11,0.256,3.49,660
776,P-00776,Electronics,Phones,30.41,20.72,0.319,4.02,523
777,P-00777,Electronics,Phones,13.56,6.25,0.539,3.04,1000
778,P-00778,Outdoors,Gardening,51.59,27.77,0.462,3.15,1215
779,P-00779,Home,Decor,47.57,20.71,0.565,4.85,910
780,P-00780,Apparel,Women,52.74,41.58,0.212,2.92,682
781,P-00781,Sports,Fitness,35.89,21.27,0.407,4.06,166
782,P-00782,Electronics,Computers,18.04,9.37,0.481,4.25,676
783,P-00783,Sports,TeamSport,9.16,6.92,0.245,4.28,1063
784,P-00784,Outdoors,Boating,34.73,25.8,0.257,3.06,86
785,P-00785,Home,Kitchen,79.2,33.69,0.575,3.58,120
786,P-00786,Electronics,Audio,19.2,10.66,0.445,2.59,206
787,P-00787,Sports,Outdoor,124.8,69.34,0.444,4.04,1261
788,P-00788,Apparel,Women,65.14,41.81,0.358,2.82,1177
789,P-00789,Apparel,Kids,40.59,23.27,0.427,4.87,43
790,P-00790,Apparel,Women,29.37,20.1,0.316,2.79,317
791,P-00791,Outdoors,Gardening,21.47,9.98,0.535,2.7,1730
792,P-00792,Electronics,Accessories,32.21,16.94,0.474,2.72,1373
793,P-00793,Sports,Fitness,43.56,28.72,0.341,3.13,83
794,P-00794,Beauty,Hair,35.85,21.61,0.397,3.42,118
795,P-00795,Books,Fiction,45.41,34.49,0.24,3.05,1929
796,P-00796,Toys,Outdoor,14.88,5.99,0.597,2.5,869
797,P-00797,Toys,Educational,53.3,22.09,0.586,3.06,514
798,P-00798,Electronics,Audio,35.69,15.65,0.562,3.68,1184
799,P-00799,Apparel,Kids,21.28,10.84,0.491,3.0,1472
800,P-00800,Apparel,Men,69.27,46.0,0.336,3.05,458
801,P-00801,Home,Kitchen,4.36,3.13,0.282,2.69,1554
802,P-00802,Sports,Fitness,6.24,3.57,0.428,3.18,1205
803,P-00803,Apparel,Men,112.96,80.93,0.284,4.86,435
804,P-00804,Apparel,Men,209.71,110.28,0.474,3.6,1001
805,P-00805,Sports,TeamSport,9.75,4.64,0.524,4.4,209
806,P-00806,Sports,Outdoor,225.02,91.66,0.593,3.3,771
807,P-00807,Outdoors,Boating,30.99,18.13,0.415,3.46,1862
808,P-00808,Sports,Outdoor,14.1,8.28,0.413,3.98,401
809,P-00809,Electronics,Phones,15.89,9.48,0.403,4.84,238
